_id,current,energy,frequency,metadata.sensorId,power,powerFactor,timestamp,voltage
661a2c5c5d4d6f41c3b408fd,1.894000053,0.001,50,asfas3242d2,431.2000122,1,2024-04-13T12:25:23.000Z,227.6999969
661a2c5d5d4d6f41c3b408fe,2.09100008,0.001,50,asfas3242d2,471.1000061,0.99000001,2024-04-13T12:25:24.000Z,227.6000061
661a2c5e5d4d6f41c3b408ff,2.496999979,0.001,50,asfas3242d2,567.2999878,1,2024-04-13T12:25:25.000Z,227.1999969
661a2c605d4d6f41c3b40900,2.494999886,0.001,50,asfas3242d2,566.9000244,1,2024-04-13T12:25:26.000Z,227.1999969
661a2c615d4d6f41c3b40901,2.11500001,0.001,50,asfas3242d2,484.8999939,1,2024-04-13T12:25:28.000Z,227.6000061
661a2c625d4d6f41c3b40902,2.11500001,0.001,50,asfas3242d2,484.8999939,1,2024-04-13T12:25:29.000Z,227.6000061
661a2c635d4d6f41c3b40903,1.896999955,0.002,50,asfas3242d2,432,1,2024-04-13T12:25:30.000Z,227.8000031
661a2c645d4d6f41c3b40904,1.896999955,0.002,50,asfas3242d2,432.2000122,1,2024-04-13T12:25:31.000Z,227.8000031
661a2c655d4d6f41c3b40905,1.896999955,0.002,50,asfas3242d2,432.1000061,1,2024-04-13T12:25:32.000Z,227.8000031
661a2c665d4d6f41c3b40906,1.896999955,0.002,50,asfas3242d2,432.1000061,1,2024-04-13T12:25:33.000Z,227.8000031
661a2c675d4d6f41c3b40907,1.896999955,0.002,50,asfas3242d2,432.2000122,1,2024-04-13T12:25:34.000Z,227.8000031
661a2c685d4d6f41c3b40908,1.896999955,0.002,50,asfas3242d2,432.2000122,1,2024-04-13T12:25:35.000Z,227.8000031
661a2c695d4d6f41c3b40909,2.150000095,0.002,50,asfas3242d2,484.6000061,0.99000001,2024-04-13T12:25:36.000Z,227.6999969
661a2c6a5d4d6f41c3b4090a,2.496999979,0.002,50,asfas3242d2,567.7999878,1,2024-04-13T12:25:37.000Z,227.3000031
661a2c6b5d4d6f41c3b4090b,2.496000051,0.003,50,asfas3242d2,567.5999756,1,2024-04-13T12:25:38.000Z,227.3999939
661a2c6d5d4d6f41c3b4090c,2.496000051,0.003,50,asfas3242d2,567.2999878,1,2024-04-13T12:25:39.000Z,227.3000031
661a2c6e5d4d6f41c3b4090d,2.496000051,0.003,50,asfas3242d2,567.7000122,1,2024-04-13T12:25:41.000Z,227.3999939
661a2c6f5d4d6f41c3b4090e,2.496000051,0.003,50,asfas3242d2,567.7000122,1,2024-04-13T12:25:42.000Z,227.3999939
661a2c705d4d6f41c3b4090f,2.496000051,0.003,50,asfas3242d2,567.7000122,1,2024-04-13T12:25:43.000Z,227.3999939
661a2c715d4d6f41c3b40910,2.496000051,0.004,50,asfas3242d2,567.2999878,1,2024-04-13T12:25:44.000Z,227.3000031
661a2c725d4d6f41c3b40911,2.496000051,0.004,50,asfas3242d2,567.2999878,1,2024-04-13T12:25:45.000Z,227.3000031
661a2c735d4d6f41c3b40912,2.496000051,0.004,50,asfas3242d2,567.2999878,1,2024-04-13T12:25:46.000Z,227.3000031
661a2c745d4d6f41c3b40913,2.496000051,0.004,50,asfas3242d2,567.4000244,1,2024-04-13T12:25:47.000Z,227.3999939
661a2c755d4d6f41c3b40914,2.496000051,0.004,50,asfas3242d2,567.5999756,1,2024-04-13T12:25:48.000Z,227.3999939
661a2c765d4d6f41c3b40915,2.496000051,0.004,50,asfas3242d2,567.7999878,1,2024-04-13T12:25:49.000Z,227.5
661a2c775d4d6f41c3b40916,2.496000051,0.005,50,asfas3242d2,567.7999878,1,2024-04-13T12:25:50.000Z,227.5
661a2c785d4d6f41c3b40917,2.496000051,0.005,50,asfas3242d2,567.7000122,1,2024-04-13T12:25:51.000Z,227.3999939
661a2c7a5d4d6f41c3b40918,2.496000051,0.005,50,asfas3242d2,567.5,1,2024-04-13T12:25:52.000Z,227.3999939
661a2c7b5d4d6f41c3b40919,2.496000051,0.005,50,asfas3242d2,567.2999878,1,2024-04-13T12:25:53.000Z,227.3000031
661a2c7c5d4d6f41c3b4091a,2.494999886,0.005,50,asfas3242d2,566.7000122,1,2024-04-13T12:25:55.000Z,227.1999969
661a2c7d5d4d6f41c3b4091b,2.494999886,0.005,50,asfas3242d2,566.7000122,1,2024-04-13T12:25:56.000Z,227.1999969
661a2c7e5d4d6f41c3b4091c,2.494999886,0.006,50,asfas3242d2,566.5,1,2024-04-13T12:25:57.000Z,227.1000061
661a2c7f5d4d6f41c3b4091d,2.494999886,0.006,50,asfas3242d2,566.7999878,1,2024-04-13T12:25:58.000Z,227.1999969
661a2c805d4d6f41c3b4091e,2.496000051,0.006,50,asfas3242d2,567.2000122,1,2024-04-13T12:25:59.000Z,227.3000031
661a2c815d4d6f41c3b4091f,2.496000051,0.006,50,asfas3242d2,567.4000244,1,2024-04-13T12:26:00.000Z,227.3999939
661a2c825d4d6f41c3b40920,2.496000051,0.006,50,asfas3242d2,567.5999756,1,2024-04-13T12:26:01.000Z,227.3999939
661a2c835d4d6f41c3b40921,2.496000051,0.006,50,asfas3242d2,567.4000244,1,2024-04-13T12:26:02.000Z,227.3000031
661a2c845d4d6f41c3b40922,2.496000051,0.007,50,asfas3242d2,567.4000244,1,2024-04-13T12:26:03.000Z,227.3000031
661a2c855d4d6f41c3b40923,2.496000051,0.007,50,asfas3242d2,567.2999878,1,2024-04-13T12:26:04.000Z,227.3000031
661a2c875d4d6f41c3b40924,2.496000051,0.007,50,asfas3242d2,567.2000122,1,2024-04-13T12:26:05.000Z,227.3000031
661a2c875d4d6f41c3b40925,2.496000051,0.007,50,asfas3242d2,567.0999756,1,2024-04-13T12:26:06.000Z,227.3000031
661a2c895d4d6f41c3b40926,2.494999886,0.007,50,asfas3242d2,567.0999756,1,2024-04-13T12:26:07.000Z,227.3000031
661a2c8a5d4d6f41c3b40927,2.494999886,0.007,50,asfas3242d2,566.7000122,1,2024-04-13T12:26:09.000Z,227.1999969
661a2c8b5d4d6f41c3b40928,2.494999886,0.008,50,asfas3242d2,566.7000122,1,2024-04-13T12:26:10.000Z,227.1999969
661a2c8c5d4d6f41c3b40929,2.496000051,0.008,50,asfas3242d2,567.4000244,1,2024-04-13T12:26:11.000Z,227.3999939
661a2c8d5d4d6f41c3b4092a,2.496000051,0.008,50,asfas3242d2,567.5999756,1,2024-04-13T12:26:12.000Z,227.3999939
661a2c8e5d4d6f41c3b4092b,2.496999979,0.008,50,asfas3242d2,568,1,2024-04-13T12:26:13.000Z,227.5
661a2c8f5d4d6f41c3b4092c,2.496999979,0.008,50,asfas3242d2,567.7999878,1,2024-04-13T12:26:14.000Z,227.5
661a2c905d4d6f41c3b4092d,2.496000051,0.009,50,asfas3242d2,567.5999756,1,2024-04-13T12:26:15.000Z,227.3999939
661a2c915d4d6f41c3b4092e,2.494999886,0.009,50,asfas3242d2,567,1,2024-04-13T12:26:16.000Z,227.1999969
661a2c925d4d6f41c3b4092f,2.494999886,0.009,50,asfas3242d2,567,1,2024-04-13T12:26:17.000Z,227.1999969
661a2c935d4d6f41c3b40930,2.496000051,0.009,50,asfas3242d2,567.0999756,1,2024-04-13T12:26:18.000Z,227.3000031
661a2c945d4d6f41c3b40931,2.496000051,0.009,50,asfas3242d2,567.2000122,1,2024-04-13T12:26:19.000Z,227.3000031
661a2c955d4d6f41c3b40932,2.494999886,0.009,50,asfas3242d2,567,1,2024-04-13T12:26:20.000Z,227.1999969
661a2c975d4d6f41c3b40933,2.496000051,0.009,50,asfas3242d2,567.0999756,1,2024-04-13T12:26:21.000Z,227.3000031
661a2c985d4d6f41c3b40934,2.496000051,0.01,50,asfas3242d2,566.7000122,1,2024-04-13T12:26:23.000Z,227.3000031
661a2c995d4d6f41c3b40935,2.494999886,0.01,50,asfas3242d2,566.7000122,1,2024-04-13T12:26:24.000Z,227.1999969
661a2c9a5d4d6f41c3b40936,2.494999886,0.01,50,asfas3242d2,566.9000244,1,2024-04-13T12:26:25.000Z,227.1999969
661a2c9b5d4d6f41c3b40937,2.496000051,0.01,50,asfas3242d2,567.2000122,1,2024-04-13T12:26:26.000Z,227.3000031
661a2c9c5d4d6f41c3b40938,2.496000051,0.01,50,asfas3242d2,567,1,2024-04-13T12:26:27.000Z,227.1999969
661a2c9d5d4d6f41c3b40939,2.494999886,0.011,50,asfas3242d2,566.9000244,1,2024-04-13T12:26:28.000Z,227.1999969
661a2c9e5d4d6f41c3b4093a,2.851000071,0.011,50,asfas3242d2,641,0.99000001,2024-04-13T12:26:29.000Z,227
661a2c9f5d4d6f41c3b4093b,2.851000071,0.011,50,asfas3242d2,641,0.99000001,2024-04-13T12:26:30.000Z,227
661a2ca05d4d6f41c3b4093c,3.227999926,0.011,50,asfas3242d2,731.0999756,1,2024-04-13T12:26:31.000Z,226.5
661a2ca15d4d6f41c3b4093d,3.227999926,0.011,50,asfas3242d2,731.9000244,1,2024-04-13T12:26:32.000Z,226.6999969
661a2ca25d4d6f41c3b4093e,3.232000113,0.012,50,asfas3242d2,734.2999878,1,2024-04-13T12:26:33.000Z,227.1999969
661a2ca45d4d6f41c3b4093f,3.232000113,0.012,50,asfas3242d2,734.5,1,2024-04-13T12:26:34.000Z,227.3000031
661a2ca55d4d6f41c3b40940,3.232000113,0.012,50,asfas3242d2,734.2000122,1,2024-04-13T12:26:35.000Z,227.1999969
661a2ca65d4d6f41c3b40941,3.232000113,0.012,50,asfas3242d2,734.4000244,1,2024-04-13T12:26:37.000Z,227.1999969
661a2ca75d4d6f41c3b40942,3.232000113,0.013,50,asfas3242d2,734.4000244,1,2024-04-13T12:26:38.000Z,227.1999969
661a2ca85d4d6f41c3b40943,3.232000113,0.013,50,asfas3242d2,734.2000122,1,2024-04-13T12:26:39.000Z,227.1999969
661a2ca95d4d6f41c3b40944,3.232000113,0.013,50,asfas3242d2,734.2999878,1,2024-04-13T12:26:40.000Z,227.1999969
661a2caa5d4d6f41c3b40945,3.230999947,0.013,50,asfas3242d2,733.5999756,1,2024-04-13T12:26:41.000Z,227.1000061
661a2cab5d4d6f41c3b40946,3.230999947,0.013,50,asfas3242d2,733.7999878,1,2024-04-13T12:26:42.000Z,227.1000061
661a2cac5d4d6f41c3b40947,3.559000015,0.014,50,asfas3242d2,802.7000122,0.99000001,2024-04-13T12:26:43.000Z,226.6999969
661a2cad5d4d6f41c3b40948,3.559000015,0.014,50,asfas3242d2,802.7000122,0.99000001,2024-04-13T12:26:44.000Z,226.6999969
661a2cae5d4d6f41c3b40949,3.772000074,0.014,50,asfas3242d2,854.2999878,1,2024-04-13T12:26:45.000Z,226.5
661a2caf5d4d6f41c3b4094a,3.770999908,0.014,50,asfas3242d2,854,1,2024-04-13T12:26:46.000Z,226.5
661a2cb05d4d6f41c3b4094b,3.770999908,0.015,50,asfas3242d2,853.5,1,2024-04-13T12:26:47.000Z,226.3999939
661a2cb25d4d6f41c3b4094c,3.859999895,0.015,50,asfas3242d2,870.7000122,1,2024-04-13T12:26:48.000Z,226.3000031
661a2cb35d4d6f41c3b4094d,4.234000206,0.015,50,asfas3242d2,949.2999878,0.99000001,2024-04-13T12:26:49.000Z,225.6999969
661a2cb45d4d6f41c3b4094e,4.234000206,0.015,50,asfas3242d2,949.2999878,0.99000001,2024-04-13T12:26:51.000Z,225.6999969
661a2cb55d4d6f41c3b4094f,4.782999992,0.016000001,50,asfas3242d2,1079.400024,1,2024-04-13T12:26:52.000Z,225.1999969
661a2cb85d4d6f41c3b40950,5.09499979,0.016000001,50,asfas3242d2,1143.199951,1,2024-04-13T12:26:53.000Z,225
661a2cb95d4d6f41c3b40951,5.21999979,0.017000001,50,asfas3242d2,1174.199951,1,2024-04-13T12:26:54.000Z,224.8999939
661a2cb95d4d6f41c3b40952,5.526000023,0.017000001,50,asfas3242d2,1235.5,1,2024-04-13T12:26:55.000Z,224.6999969
661a2cb95d4d6f41c3b40953,6.007999897,0.017000001,50,asfas3242d2,1346.800049,1,2024-04-13T12:26:56.000Z,224.1999969
661a2cba5d4d6f41c3b40954,6.007999897,0.017999999,50,asfas3242d2,1346.800049,1,2024-04-13T12:26:57.000Z,224.1999969
661a2cbb5d4d6f41c3b40955,6.480999947,0.017999999,50,asfas3242d2,1446.5,1,2024-04-13T12:26:58.000Z,223.8000031
661a2cbc5d4d6f41c3b40956,6.531000137,0.018999999,50,asfas3242d2,1461.599976,1,2024-04-13T12:26:59.000Z,223.8000031
661a2cbd5d4d6f41c3b40957,6.531000137,0.018999999,50,asfas3242d2,1461.800049,1,2024-04-13T12:27:00.000Z,223.8000031
661a2cbe5d4d6f41c3b40958,6.53000021,0.02,50,asfas3242d2,1461,1,2024-04-13T12:27:01.000Z,223.8000031
661a2cbf5d4d6f41c3b40959,6.527999878,0.02,50,asfas3242d2,1459.900024,1,2024-04-13T12:27:02.000Z,223.6999969
661a2cc15d4d6f41c3b4095a,6.526000023,0.02,50,asfas3242d2,1458.900024,1,2024-04-13T12:27:03.000Z,223.6000061
661a2cc25d4d6f41c3b4095b,6.526000023,0.021,50,asfas3242d2,1458.900024,1,2024-04-13T12:27:05.000Z,223.6000061
661a2cc35d4d6f41c3b4095c,6.521999836,0.021,50,asfas3242d2,1456.800049,1,2024-04-13T12:27:06.000Z,223.3999939
661a2cc45d4d6f41c3b4095d,6.520999908,0.022,50.09999847,asfas3242d2,1456.400024,1,2024-04-13T12:27:07.000Z,223.3000031
661a2cc55d4d6f41c3b4095e,6.522999763,0.022,50,asfas3242d2,1457.099976,1,2024-04-13T12:27:08.000Z,223.3999939
661a2cc65d4d6f41c3b4095f,6.524000168,0.023,50,asfas3242d2,1458.099976,1,2024-04-13T12:27:09.000Z,223.5
661a2cc75d4d6f41c3b40960,6.521999836,0.023,50,asfas3242d2,1456.699951,1,2024-04-13T12:27:10.000Z,223.3999939
661a2cc85d4d6f41c3b40961,6.520999908,0.024,50,asfas3242d2,1456.300049,1,2024-04-13T12:27:11.000Z,223.3000031
661a2cca5d4d6f41c3b40962,6.520999908,0.024,50,asfas3242d2,1456.300049,1,2024-04-13T12:27:12.000Z,223.3000031
661a2cca5d4d6f41c3b40963,6.524000168,0.024,50,asfas3242d2,1458.300049,1,2024-04-13T12:27:13.000Z,223.6000061
661a2ccb5d4d6f41c3b40964,6.525000095,0.025,50,asfas3242d2,1458.699951,1,2024-04-13T12:27:14.000Z,223.6000061
661a2ccc5d4d6f41c3b40965,6.525000095,0.025,50,asfas3242d2,1459,1,2024-04-13T12:27:15.000Z,223.6000061
661a2cce5d4d6f41c3b40966,6.525000095,0.026000001,50,asfas3242d2,1459.099976,1,2024-04-13T12:27:16.000Z,223.6000061
661a2ccf5d4d6f41c3b40967,6.525000095,0.026000001,50,asfas3242d2,1459.099976,1,2024-04-13T12:27:18.000Z,223.6000061
661a2cd05d4d6f41c3b40968,6.525000095,0.027000001,50,asfas3242d2,1459.300049,1,2024-04-13T12:27:20.000Z,223.6999969
661a2cd15d4d6f41c3b40969,6.525000095,0.027000001,50,asfas3242d2,1459.300049,1,2024-04-13T12:27:21.000Z,223.6999969
661a2cd25d4d6f41c3b4096a,6.524000168,0.028000001,50,asfas3242d2,1458.800049,1,2024-04-13T12:27:22.000Z,223.6000061
661a2cd35d4d6f41c3b4096b,5.857999802,0.028000001,50,asfas3242d2,1318.699951,1,2024-04-13T12:27:23.000Z,224.3000031
661a2cd45d4d6f41c3b4096c,5.653999805,0.028000001,50,asfas3242d2,1269.400024,1,2024-04-13T12:27:24.000Z,224.5
661a2cd65d4d6f41c3b4096d,5.653999805,0.028999999,50,asfas3242d2,1269.300049,1,2024-04-13T12:27:25.000Z,224.5
661a2cd75d4d6f41c3b4096e,5.355999947,0.028999999,50,asfas3242d2,1209.599976,1,2024-04-13T12:27:26.000Z,224.8000031
661a2cd85d4d6f41c3b4096f,4.670000076,0.028999999,50,asfas3242d2,1052.599976,1,2024-04-13T12:27:27.000Z,225.3999939
661a2cd95d4d6f41c3b40970,4.670000076,0.029999999,50,asfas3242d2,1052.599976,1,2024-04-13T12:27:28.000Z,225.3999939
661a2cda5d4d6f41c3b40971,4.671000004,0.029999999,50,asfas3242d2,1053.400024,1,2024-04-13T12:27:29.000Z,225.5
661a2cdb5d4d6f41c3b40972,4.672999859,0.029999999,50,asfas3242d2,1054.400024,1,2024-04-13T12:27:31.000Z,225.6000061
661a2cdc5d4d6f41c3b40973,4.673999786,0.030999999,50,asfas3242d2,1054.900024,1,2024-04-13T12:27:32.000Z,225.6999969
661a2ce05d4d6f41c3b40974,4.677000046,0.030999999,50,asfas3242d2,1056.5,1,2024-04-13T12:27:33.000Z,225.8999939
661a2ce05d4d6f41c3b40975,4.675000191,0.030999999,50,asfas3242d2,1055.599976,1,2024-04-13T12:27:34.000Z,225.8000031
661a2ce05d4d6f41c3b40976,4.675000191,0.032000002,50,asfas3242d2,1055.599976,1,2024-04-13T12:27:35.000Z,225.8000031
661a2ce15d4d6f41c3b40977,4.675000191,0.032000002,50,asfas3242d2,1056.099976,1,2024-04-13T12:27:36.000Z,225.8999939
661a2ce25d4d6f41c3b40978,4.676000118,0.032000002,50,asfas3242d2,1056.400024,1,2024-04-13T12:27:37.000Z,225.8999939
661a2ce25d4d6f41c3b40979,4.675000191,0.032000002,50,asfas3242d2,1055.5,1,2024-04-13T12:27:38.000Z,225.8000031
661a2ce35d4d6f41c3b4097a,4.673999786,0.033,50,asfas3242d2,1054.400024,1,2024-04-13T12:27:39.000Z,225.6000061
661a2ce55d4d6f41c3b4097b,4.672999859,0.033,50,asfas3242d2,1054,1,2024-04-13T12:27:40.000Z,225.6000061
661a2ce65d4d6f41c3b4097c,4.672999859,0.034000002,50,asfas3242d2,1054,1,2024-04-13T12:27:41.000Z,225.6000061
661a2ce75d4d6f41c3b4097d,4.672999859,0.034000002,50.09999847,asfas3242d2,1053.900024,1,2024-04-13T12:27:42.000Z,225.6000061
661a2ce85d4d6f41c3b4097e,4.672999859,0.034000002,50.09999847,asfas3242d2,1053.5,1,2024-04-13T12:27:43.000Z,225.5
661a2ce95d4d6f41c3b4097f,4.672999859,0.034000002,50,asfas3242d2,1054,1,2024-04-13T12:27:45.000Z,225.6000061
661a2cea5d4d6f41c3b40980,4.673999786,0.035,50,asfas3242d2,1054,1,2024-04-13T12:27:46.000Z,225.5
661a2ceb5d4d6f41c3b40981,4.675000191,0.035,50,asfas3242d2,1054.599976,1,2024-04-13T12:27:47.000Z,225.6000061
661a2cec5d4d6f41c3b40982,4.673999786,0.035,50,asfas3242d2,1054.300049,1,2024-04-13T12:27:48.000Z,225.6000061
661a2ced5d4d6f41c3b40983,4.673999786,0.035999998,50,asfas3242d2,1054.300049,1,2024-04-13T12:27:49.000Z,225.6000061
661a2cee5d4d6f41c3b40984,4.673999786,0.035999998,50.09999847,asfas3242d2,1054.400024,1,2024-04-13T12:27:50.000Z,225.6000061
661a2cef5d4d6f41c3b40985,4.673999786,0.035999998,50.09999847,asfas3242d2,1054,1,2024-04-13T12:27:51.000Z,225.5
661a2cf05d4d6f41c3b40986,4.671999931,0.037,50,asfas3242d2,1053.199951,1,2024-04-13T12:27:52.000Z,225.3999939
661a2cf15d4d6f41c3b40987,4.671000004,0.037,50.09999847,asfas3242d2,1052.599976,1,2024-04-13T12:27:53.000Z,225.3999939
661a2cf35d4d6f41c3b40988,4.669000149,0.037,50,asfas3242d2,1051.099976,1,2024-04-13T12:27:54.000Z,225.1000061
661a2cf45d4d6f41c3b40989,4.663000107,0.037999999,50,asfas3242d2,1048,1,2024-04-13T12:27:55.000Z,224.8000031
661a2cf55d4d6f41c3b4098a,4.663000107,0.037999999,50.09999847,asfas3242d2,1048,1,2024-04-13T12:27:56.000Z,224.8000031
661a2cf65d4d6f41c3b4098b,4.665999889,0.037999999,50,asfas3242d2,1049.900024,1,2024-04-13T12:27:57.000Z,225
661a2cf75d4d6f41c3b4098c,4.665999889,0.037999999,50.09999847,asfas3242d2,1049.699951,1,2024-04-13T12:27:59.000Z,225
661a2cf85d4d6f41c3b4098d,4.664000034,0.039000001,50,asfas3242d2,1049.099976,1,2024-04-13T12:28:00.000Z,224.8999939
661a2cf95d4d6f41c3b4098e,4.664000034,0.039000001,50,asfas3242d2,1048.900024,1,2024-04-13T12:28:01.000Z,224.8999939
661a2cfa5d4d6f41c3b4098f,4.664000034,0.039000001,50.09999847,asfas3242d2,1049.800049,1,2024-04-13T12:28:02.000Z,224.8999939
661a2cfb5d4d6f41c3b40990,4.665999889,0.039999999,50.09999847,asfas3242d2,1049.800049,1,2024-04-13T12:28:03.000Z,225
661a2cfc5d4d6f41c3b40991,4.668000221,0.039999999,50.09999847,asfas3242d2,1050.900024,1,2024-04-13T12:28:04.000Z,225.1000061
661a2cfd5d4d6f41c3b40992,4.666999817,0.039999999,50.09999847,asfas3242d2,1050,1,2024-04-13T12:28:05.000Z,225
661a2cfe5d4d6f41c3b40993,4.666999817,0.041000001,50.09999847,asfas3242d2,1049.900024,1,2024-04-13T12:28:06.000Z,225
661a2d005d4d6f41c3b40994,4.669000149,0.041000001,50,asfas3242d2,1051.300049,1,2024-04-13T12:28:07.000Z,225.1999969
661a2d015d4d6f41c3b40995,4.671999931,0.041000001,50.09999847,asfas3242d2,1053.199951,1,2024-04-13T12:28:08.000Z,225.3999939
661a2d025d4d6f41c3b40996,4.671999931,0.041999999,50.09999847,asfas3242d2,1053.199951,1,2024-04-13T12:28:09.000Z,225.3999939
661a2d035d4d6f41c3b40997,4.673999786,0.041999999,50.09999847,asfas3242d2,1054.199951,1,2024-04-13T12:28:10.000Z,225.6000061
661a2d045d4d6f41c3b40998,4.673999786,0.041999999,50,asfas3242d2,1054.599976,1,2024-04-13T12:28:12.000Z,225.6000061
661a2d055d4d6f41c3b40999,4.675000191,0.043000001,50.09999847,asfas3242d2,1055,1,2024-04-13T12:28:13.000Z,225.6999969
661a2d065d4d6f41c3b4099a,4.673999786,0.043000001,50.09999847,asfas3242d2,1054.900024,1,2024-04-13T12:28:14.000Z,225.6999969
661a2d075d4d6f41c3b4099b,4.673999786,0.043000001,50,asfas3242d2,1055.300049,1,2024-04-13T12:28:15.000Z,225.8000031
